beta1,beta2,min_loss,final_loss,coupling_ratio_max,theoretical_regime,empirical_regime,stable_bound_b1,exist_bound_b1
0.2746938775510204,0.1963265306122449,7.714403059625998e-242,7.714403059625998e-242,1.9131757753222013e+60,I_stable,I_stable,0.29494038580671944,0.3615029702725009
0.2746938775510204,0.21591836734693876,1.6538892548051732e-241,1.6538892548051732e-241,1.5038885175912848e+60,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.2746938775510204,0.23551020408163262,1.0349506435970509e-241,1.0349506435970509e-241,1.4892347320584718e+60,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.2746938775510204,0.25510204081632654,1.4337448671897201e-241,1.4337448671897201e-241,1.6857431393518107e+60,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.2746938775510204,0.2746938775510204,1.2010703048605204e-241,1.2010703048605204e-241,1.4736903761820253e+60,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.2746938775510204,0.29428571428571426,1.4833901106732414e-241,1.4833901106732414e-241,1.3488788614418863e+60,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.2746938775510204,0.31387755102040815,1.6333068495274387e-241,1.6333068495274387e-241,1.2364557861734617e+60,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.2746938775510204,0.33346938775510204,1.5140663599360217e-241,1.5140663599360217e-241,1.4387507101392e+60,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.2746938775510204,0.35306122448979593,1.5588513007685595e-241,1.5588513007685595e-241,1.5208637664128106e+60,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.2746938775510204,0.3726530612244898,1.616489299943515e-241,1.616489299943515e-241,1.4253299489944817e+60,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.2746938775510204,0.39224489795918366,1.710953960305201e-241,1.710953960305201e-241,1.4645759361405087e+60,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.2746938775510204,0.41183673469387755,1.6629359276775413e-241,1.6629359276775413e-241,1.5603735318666163e+60,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.2746938775510204,0.43142857142857144,1.685751868225074e-241,1.685751868225074e-241,1.6395726244406954e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.2746938775510204,0.4510204081632653,1.715821341198525e-241,1.715821341198525e-241,1.6234962604638737e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.2746938775510204,0.47061224489795916,2.0785939838535657e-241,2.0785939838535657e-241,1.7532354800584065e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.2746938775510204,0.49020408163265305,1.847625383706978e-241,1.847625383706978e-241,1.9275500393635847e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.2746938775510204,0.509795918367347,7.119962115492242e-248,7.119962115492242e-248,2.0238667120148374e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.2746938775510204,0.5293877551020408,7.1269418474874935e-248,7.1269418474874935e-248,2.2418941307253478e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.2746938775510204,0.5489795918367347,7.134484421837111e-248,7.134484421837111e-248,2.412824939094394e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.2746938775510204,0.5685714285714285,7.1427017044379105e-248,7.1427017044379105e-248,2.6895793178167672e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.2746938775510204,0.5881632653061224,7.151691800932243e-248,7.151691800932243e-248,3.215548198109183e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.2746938775510204,0.6077551020408163,7.161586547472268e-248,7.161586547472268e-248,3.674259915656435e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.2746938775510204,0.6273469387755102,7.172577147693032e-248,7.172577147693032e-248,4.0391848493645975e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.2746938775510204,0.6469387755102041,7.184728798340337e-248,7.184728798340337e-248,4.200725025566993e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.2746938775510204,0.666530612244898,7.198270038179967e-248,7.198270038179967e-248,4.8664071849377064e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.2746938775510204,0.6861224489795918,7.213605908269877e-248,7.213605908269877e-248,5.654776380045151e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.2746938775510204,0.7057142857142857,7.23099943613625e-248,7.23099943613625e-248,6.367339916589e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.2746938775510204,0.7253061224489796,7.250938702280009e-248,7.250938702280009e-248,7.54293223394051e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.2746938775510204,0.7448979591836734,7.274014986302515e-248,7.274014986302515e-248,8.623002213568255e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.2746938775510204,0.7644897959183673,1.2278501515390073e-247,1.2278501515390073e-247,1.0032914102954391e+61,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.2746938775510204,0.7840816326530612,1.2332554863611162e-247,1.2332554863611162e-247,1.2362028920605495e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.2746938775510204,0.8036734693877551,1.2397959377268004e-247,1.2397959377268004e-247,1.4883343909337125e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.2746938775510204,0.823265306122449,1.2478547139347175e-247,1.2478547139347175e-247,1.876060078335772e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.2746938775510204,0.8428571428571429,1.7051016040391152e-247,1.7051016040391152e-247,2.433647545656587e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.2746938775510204,0.8624489795918368,1.7231145502417512e-247,1.7231145502417512e-247,3.1379860063970445e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.2746938775510204,0.8820408163265305,2.1684005579325885e-247,2.1684005579325885e-247,4.343666683925827e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.2746938775510204,0.9016326530612244,2.6150517342077815e-247,2.6150517342077815e-247,6.312630797639365e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.2746938775510204,0.9212244897959183,3.0908057496377777e-247,3.0908057496377777e-247,9.813379203620263e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.2746938775510204,0.9408163265306122,4.039664762515149e-247,4.039664762515149e-247,1.7757257272267158e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.2746938775510204,0.9604081632653061,6.1074751514824e-247,6.1074751514824e-247,3.9821889735334946e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.2746938775510204,0.98,1.5027800955580668e-246,1.5027800955580668e-246,1.5838907653686604e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.29428571428571426,0.02,1.370856016658529e-27,4.039238102139439e-17,48927821522159.32,III_signgd,II_spike,0.053182958969449884,0.08672488792828036
0.29428571428571426,0.03959183673469388,1.8935252200370126e-29,2.7995835311482233e-21,3.9542143633254467e+18,III_signgd,I_stable,0.0887573316607622,0.13289343624648517
0.29428571428571426,0.05918367346938776,2.972928445950048e-25,1.169156310566352e-18,52109625014275.08,III_signgd,I_stable,0.11999176412600944,0.17085441221071906
0.29428571428571426,0.07877551020408163,1.1661462014614989e-52,1.1389986129700633e-23,3.5138263149775344e+51,III_signgd,I_stable,0.14869399108610135,0.20428878025677358
0.29428571428571426,0.09836734693877551,5.178406941234531e-31,2.589080445149442e-22,1.7817179033705162e+20,III_signgd,I_stable,0.17564598165422904,0.23471013804909577
0.29428571428571426,0.11795918367346939,1.055178233713307e-52,1.7302728576816504e-37,7.456680913347189e+52,III_signgd,I_stable,0.20127916346199196,0.2629252823644016
0.29428571428571426,0.13755102040816325,2.384542517786448e-61,8.778819700340027e-24,1.3241883265102062e+64,III_signgd,I_stable,0.2258644406312193,0.2894275613209483
0.29428571428571426,0.1571428571428571,9.159326748840063e-53,6.775756262514305e-28,2.283790373430891e+53,II_spike,I_stable,0.24958643848936826,0.3145459902001079
0.29428571428571426,0.176734693877551,4.850100861397585e-54,2.4875888351716078e-29,2.4794215594935357e+51,II_spike,I_stable,0.27257835044093476,0.3385136086233395
0.29428571428571426,0.1963265306122449,5.767283261672235e-242,5.767283261672235e-242,4.906619883935787e+60,I_stable,I_stable,0.29494038580671944,0.3615029702725009
0.29428571428571426,0.21591836734693876,1.2713945529885709e-241,1.2713945529885709e-241,2.3772079206026092e+60,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.29428571428571426,0.23551020408163262,8.811156598769957e-242,8.811156598769957e-242,2.142546480822057e+60,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.29428571428571426,0.25510204081632654,1.1267540150837388e-241,1.1267540150837388e-241,1.6137958967797534e+60,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.29428571428571426,0.2746938775510204,1.0658218560011996e-241,1.0658218560011996e-241,1.889886041016772e+60,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.29428571428571426,0.29428571428571426,1.3302522040609372e-241,1.3302522040609372e-241,1.6653151529654954e+60,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.29428571428571426,0.31387755102040815,1.478173957546477e-241,1.478173957546477e-241,1.4805316710857431e+60,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.29428571428571426,0.33346938775510204,1.382603743537279e-241,1.382603743537279e-241,1.6798824537477952e+60,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.29428571428571426,0.35306122448979593,1.427943611372218e-241,1.427943611372218e-241,1.7393460553576823e+60,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.29428571428571426,0.3726530612244898,1.5618178724358182e-241,1.5618178724358182e-241,1.600814370480667e+60,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.29428571428571426,0.39224489795918366,1.5918089804171253e-241,1.5918089804171253e-241,1.6198710997499008e+60,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.29428571428571426,0.41183673469387755,1.5585393202104316e-241,1.5585393202104316e-241,1.703003333998831e+60,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.29428571428571426,0.43142857142857144,1.6018949541115337e-241,1.6018949541115337e-241,1.7689558430995597e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.29428571428571426,0.4510204081632653,1.7071406930259322e-241,1.7071406930259322e-241,1.7335301148536978e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.29428571428571426,0.47061224489795916,1.9932090299688595e-241,1.9932090299688595e-241,1.8552596945395585e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.29428571428571426,0.49020408163265305,2.0146718472991338e-241,2.0146718472991338e-241,2.0234945211542235e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.29428571428571426,0.509795918367347,7.119780110692904e-248,7.119780110692904e-248,2.4968210096468156e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.29428571428571426,0.5293877551020408,7.126768023097281e-248,7.126768023097281e-248,2.3222648458887522e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.29428571428571426,0.5489795918367347,7.134304487376989e-248,7.134304487376989e-248,2.8868114927890832e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.29428571428571426,0.5685714285714285,7.1425242498081144e-248,7.1425242498081144e-248,3.1736468278092663e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.29428571428571426,0.5881632653061224,7.15153302780749e-248,7.15153302780749e-248,3.281099140166161e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.29428571428571426,0.6077551020408163,7.161427100025701e-248,7.161427100025701e-248,3.731571765823884e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.29428571428571426,0.6273469387755102,7.172405550223015e-248,7.172405550223015e-248,4.087884631836154e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.29428571428571426,0.6469387755102041,7.184558619490477e-248,7.184558619490477e-248,4.2385606051119244e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.29428571428571426,0.666530612244898,7.198181595064346e-248,7.198181595064346e-248,4.8955171479443736e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.29428571428571426,0.6861224489795918,7.213439229727732e-248,7.213439229727732e-248,5.6747068146126765e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.29428571428571426,0.7057142857142857,7.230910911670393e-248,7.230910911670393e-248,6.3759614175424215e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.29428571428571426,0.7253061224489796,7.250851056944673e-248,7.250851056944673e-248,7.536693611890886e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.29428571428571426,0.7448979591836734,7.273936877770397e-248,7.273936877770397e-248,8.601510854590016e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.29428571428571426,0.7644897959183673,1.227834415943374e-247,1.227834415943374e-247,1.0689259597338204e+61,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.29428571428571426,0.7840816326530612,1.2332392672198788e-247,1.2332392672198788e-247,1.2303908662675837e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.29428571428571426,0.8036734693877551,1.2397706083323023e-247,1.2397706083323023e-247,1.479610580329655e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.29428571428571426,0.823265306122449,1.2478390523615397e-247,1.2478390523615397e-247,1.8635563345806067e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.29428571428571426,0.8428571428571429,1.70507891890042e-247,1.70507891890042e-247,2.4164029421435743e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.29428571428571426,0.8624489795918368,1.7230956985515887e-247,1.7230956985515887e-247,3.116169294359472e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.29428571428571426,0.8820408163265305,2.1683533944802345e-247,2.1683533944802345e-247,4.311059794817798e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.29428571428571426,0.9016326530612244,2.615026180631536e-247,2.615026180631536e-247,6.267758999375994e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.29428571428571426,0.9212244897959183,3.0907700406043574e-247,3.0907700406043574e-247,9.952179642300425e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.29428571428571426,0.9408163265306122,4.039617273533037e-247,4.039617273533037e-247,1.7655639975754995e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.29428571428571426,0.9604081632653061,6.107339431657904e-247,6.107339431657904e-247,4.0054131577131445e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.29428571428571426,0.98,1.5027639083417193e-246,1.5027639083417193e-246,1.5877719436313418e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.31387755102040815,0.02,1.8213048871193414e-24,7.256850095655189e-18,466727935111.6722,III_signgd,I_stable,0.053182958969449884,0.08672488792828036
0.31387755102040815,0.03959183673469388,1.546266843960674e-20,1.5962473802955127e-20,38891.343599033746,III_signgd,I_stable,0.0887573316607622,0.13289343624648517
0.31387755102040815,0.05918367346938776,1.9511063341739986e-32,1.767602928350974e-18,3.634940803093164e+21,III_signgd,I_stable,0.11999176412600944,0.17085441221071906
0.31387755102040815,0.07877551020408163,6.004534476201599e-26,4.893849447532002e-19,17047592664.051016,III_signgd,I_stable,0.14869399108610135,0.20428878025677358
0.31387755102040815,0.09836734693877551,2.5356380900316615e-26,2.4579652403787445e-22,1.2571296059975264e+16,III_signgd,I_stable,0.17564598165422904,0.23471013804909577
0.31387755102040815,0.11795918367346939,1.529984218311935e-51,1.3757024051947576e-24,1.5953837006027914e+49,III_signgd,I_stable,0.20127916346199196,0.2629252823644016
0.31387755102040815,0.13755102040816325,3.249079125640149e-54,4.914610381395139e-29,2.585857242194131e+46,III_signgd,I_stable,0.2258644406312193,0.2894275613209483
0.31387755102040815,0.1571428571428571,2.1930412399442775e-63,7.200211174523261e-21,8.809442132824217e+70,II_spike,I_stable,0.24958643848936826,0.3145459902001079
0.31387755102040815,0.176734693877551,9.703386840481986e-58,6.763735627647736e-23,3.3388950776302384e+61,II_spike,I_stable,0.27257835044093476,0.3385136086233395
0.31387755102040815,0.1963265306122449,1.3076793917437034e-58,4.557846423771262e-21,1.258177868746092e+24,II_spike,I_stable,0.29494038580671944,0.3615029702725009
0.31387755102040815,0.21591836734693876,8.91886771824635e-242,8.91886771824635e-242,3.4624147019421486e+60,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.31387755102040815,0.23551020408163262,7.270251180460773e-242,7.270251180460773e-242,2.3710741501866744e+60,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.31387755102040815,0.25510204081632654,9.582840553016203e-242,9.582840553016203e-242,2.3432396774665727e+60,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.31387755102040815,0.2746938775510204,1.1239925296788997e-241,1.1239925296788997e-241,1.86338142119576e+60,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.31387755102040815,0.29428571428571426,1.1815086139926676e-241,1.1815086139926676e-241,2.161059422725267e+60,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.31387755102040815,0.31387755102040815,1.3032831217761356e-241,1.3032831217761356e-241,1.8497045902366674e+60,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.31387755102040815,0.33346938775510204,1.520385818858744e-241,1.520385818858744e-241,1.5463313588422715e+60,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.31387755102040815,0.35306122448979593,1.3081943419447538e-241,1.3081943419447538e-241,1.582776992498024e+60,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.31387755102040815,0.3726530612244898,1.378424909826207e-241,1.378424909826207e-241,1.849750068178025e+60,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.31387755102040815,0.39224489795918366,1.480704965253504e-241,1.480704965253504e-241,1.83760587269411e+60,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.31387755102040815,0.41183673469387755,1.458415055533692e-241,1.458415055533692e-241,1.901863941956813e+60,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.31387755102040815,0.43142857142857144,1.5036380187707192e-241,1.5036380187707192e-241,1.9481583961007374e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.31387755102040815,0.4510204081632653,1.6110799063178385e-241,1.6110799063178385e-241,1.8863043555895592e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.31387755102040815,0.47061224489795916,1.89214752679434e-241,1.89214752679434e-241,1.9973326552517435e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.31387755102040815,0.49020408163265305,1.9181464635575293e-241,1.9181464635575293e-241,2.1579118311886503e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.31387755102040815,0.509795918367347,7.11961005390122e-248,7.11961005390122e-248,2.6401003410938252e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.31387755102040815,0.5293877551020408,7.12658157214354e-248,7.12658157214354e-248,2.436903074102013e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.31387755102040815,0.5489795918367347,7.1341252260700505e-248,7.1341252260700505e-248,3.0084731589758505e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.31387755102040815,0.5685714285714285,7.142339105261733e-248,7.142339105261733e-248,3.2877975862581494e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.31387755102040815,0.5881632653061224,7.151349725595027e-248,7.151349725595027e-248,3.379987003718348e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.31387755102040815,0.6077551020408163,7.161249847740566e-248,7.161249847740566e-248,3.825424098729534e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.31387755102040815,0.6273469387755102,7.172231989583868e-248,7.172231989583868e-248,4.172697871064466e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.31387755102040815,0.6469387755102041,7.184380946250821e-248,7.184380946250821e-248,4.8029092098233886e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.31387755102040815,0.666530612244898,7.19800468135168e-248,7.19800468135168e-248,4.9592020148206774e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.31387755102040815,0.6861224489795918,7.21326105343736e-248,7.21326105343736e-248,5.729773720443969e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.31387755102040815,0.7057142857142857,7.230745068540918e-248,7.230745068540918e-248,6.419897886285141e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.31387755102040815,0.7253061224489796,7.250678541855108e-248,7.250678541855108e-248,7.568096339367503e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.31387755102040815,0.7448979591836734,7.273762634625435e-248,7.273762634625435e-248,9.278240287428356e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.31387755102040815,0.7644897959183673,1.2278064086343151e-247,1.2278064086343151e-247,1.0687169505821409e+61,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.31387755102040815,0.7840816326530612,1.2332132976260669e-247,1.2332132976260669e-247,1.2282226209929041e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.31387755102040815,0.8036734693877551,1.2397546823756647e-247,1.2397546823756647e-247,1.557802060350204e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.31387755102040815,0.823265306122449,1.2478111738334124e-247,1.2478111738334124e-247,1.948825271948347e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.31387755102040815,0.8428571428571429,1.705042184647311e-247,1.705042184647311e-247,2.4050230269156523e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.31387755102040815,0.8624489795918368,1.723058234567059e-247,1.723058234567059e-247,3.214640233679847e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.31387755102040815,0.8820408163265305,2.1683310709399366e-247,2.1683310709399366e-247,4.4227527764287937e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.31387755102040815,0.9016326530612244,2.614968437866845e-247,2.614968437866845e-247,6.395074111395423e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.31387755102040815,0.9212244897959183,3.0907081642913644e-247,3.0907081642913644e-247,9.896701081387602e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.31387755102040815,0.9408163265306122,4.039577532089906e-247,4.039577532089906e-247,1.7831637744842503e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.31387755102040815,0.9604081632653061,6.107280496964914e-247,6.107280496964914e-247,4.02925190849328e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.31387755102040815,0.98,1.5027472875217341e-246,1.5027472875217341e-246,1.5830744948261173e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.33346938775510204,0.02,1.7865305081129783e-21,4.6709767923031157e-17,10345944.311146768,III_signgd,II_spike,0.053182958969449884,0.08672488792828036
0.33346938775510204,0.03959183673469388,1.8515657723921678e-39,1.1543532700631347e-17,2.802085319879692e+33,III_signgd,I_stable,0.0887573316607622,0.13289343624648517
0.33346938775510204,0.05918367346938776,1.4005236929394044e-22,1.4832444601039014e-17,28659145211.205948,III_signgd,I_stable,0.11999176412600944,0.17085441221071906
0.33346938775510204,0.07877551020408163,3.534507652630859e-28,6.645760428762642e-19,2.446780662610329e+17,III_signgd,I_stable,0.14869399108610135,0.20428878025677358
0.33346938775510204,0.09836734693877551,1.622970556056598e-34,1.1781645037135611e-27,5.21310813934429e+24,III_signgd,I_stable,0.17564598165422904,0.23471013804909577
0.33346938775510204,0.11795918367346939,1.829464259488738e-48,4.264178623247863e-25,4.746580680480283e+45,III_signgd,I_stable,0.20127916346199196,0.2629252823644016
0.33346938775510204,0.13755102040816325,4.896433740845325e-52,3.047920913068541e-25,1.4170174371207459e+50,III_signgd,I_stable,0.2258644406312193,0.2894275613209483
0.33346938775510204,0.1571428571428571,1.5238496809595792e-49,4.0429404815085723e-25,5.7885748823003236e+47,III_signgd,I_stable,0.24958643848936826,0.3145459902001079
0.33346938775510204,0.176734693877551,7.097844836938636e-51,2.5809848123636267e-22,2.235346162945682e+48,II_spike,I_stable,0.27257835044093476,0.3385136086233395
0.33346938775510204,0.1963265306122449,1.1675838886472048e-53,3.1825751360843105e-23,1.5030150990611802e+54,II_spike,I_stable,0.29494038580671944,0.3615029702725009
0.33346938775510204,0.21591836734693876,1.8194071166900466e-63,1.1138996890595958e-22,5.047920026915758e+60,II_spike,I_stable,0.31675041368227413,0.38364628074541884
0.33346938775510204,0.23551020408163262,8.79162030700847e-242,8.79162030700847e-242,4.842181962946635e+60,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.33346938775510204,0.25510204081632654,6.937359509023845e-242,6.937359509023845e-242,3.752888348019392e+60,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.33346938775510204,0.2746938775510204,8.937226605314294e-242,8.937226605314294e-242,2.7349075031233045e+60,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.33346938775510204,0.29428571428571426,8.378732568492327e-242,8.378732568492327e-242,2.1940676224408556e+60,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.33346938775510204,0.31387755102040815,9.740135339400319e-242,9.740135339400319e-242,2.4297449564216816e+60,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.33346938775510204,0.33346938775510204,1.3654777267976756e-241,1.3654777267976756e-241,1.9551125450929664e+60,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.33346938775510204,0.35306122448979593,1.2110865643392532e-241,1.2110865643392532e-241,1.9398229914940647e+60,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.33346938775510204,0.3726530612244898,1.2801124507382356e-241,1.2801124507382356e-241,2.2092721137813494e+60,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.33346938775510204,0.39224489795918366,1.382121346651927e-241,1.382121346651927e-241,2.146632925764026e+60,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.33346938775510204,0.41183673469387755,1.3697634636190482e-241,1.3697634636190482e-241,2.179727352269079e+60,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.33346938775510204,0.43142857142857144,1.4151516299087197e-241,1.4151516299087197e-241,2.196565922958605e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.33346938775510204,0.4510204081632653,1.5224014540755883e-241,1.5224014540755883e-241,2.096097777590168e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.33346938775510204,0.47061224489795916,1.7922249068067375e-241,1.7922249068067375e-241,2.1915262209087677e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.33346938775510204,0.49020408163265305,1.823655859464269e-241,1.823655859464269e-241,2.3411861101297352e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.33346938775510204,0.509795918367347,7.119416322657105e-248,7.119416322657105e-248,2.3959119165260702e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.33346938775510204,0.5293877551020408,7.126390257439319e-248,7.126390257439319e-248,2.5938870830769894e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.33346938775510204,0.5489795918367347,7.13395174518475e-248,7.13395174518475e-248,3.1768072015466052e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.33346938775510204,0.5685714285714285,7.142165520503539e-248,7.142165520503539e-248,3.445709147388918e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.33346938775510204,0.5881632653061224,7.151164531490728e-248,7.151164531490728e-248,3.520192699979897e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.33346938775510204,0.6077551020408163,7.161061570101113e-248,7.161061570101113e-248,3.9605337695250296e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.33346938775510204,0.6273469387755102,7.172057832445612e-248,7.172057832445612e-248,4.2964184827820984e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.33346938775510204,0.6469387755102041,7.184208892877758e-248,7.184208892877758e-248,4.921950784666394e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
