beta1,beta2,min_loss,final_loss,coupling_ratio_max,theoretical_regime,empirical_regime,stable_bound_b1,exist_bound_b1
0.02,0.39224489795918366,2.7841149662350077e-241,2.7841149662350077e-241,8.290311991680145e+59,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.02,0.41183673469387755,3.1900571612110804e-241,3.1900571612110804e-241,7.681162595368842e+59,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.02,0.43142857142857144,3.103585939870622e-241,3.103585939870622e-241,8.77973984875604e+59,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.02,0.4510204081632653,3.030557063045601e-241,3.030557063045601e-241,9.376238247654525e+59,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.02,0.47061224489795916,3.098906184250144e-241,3.098906184250144e-241,1.0840519644360027e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.02,0.49020408163265305,2.948471758284628e-241,2.948471758284628e-241,1.2676808451865558e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.02,0.509795918367347,7.121468467172086e-248,7.121468467172086e-248,1.4073464934901822e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.02,0.5293877551020408,7.128433535105726e-248,7.128433535105726e-248,1.639819782975338e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.02,0.5489795918367347,7.1359072775102005e-248,7.1359072775102005e-248,1.8475010836625463e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.02,0.5685714285714285,7.144176428761671e-248,7.144176428761671e-248,2.1463783268026155e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.02,0.5881632653061224,7.153102366523881e-248,7.153102366523881e-248,2.3347193243161282e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.02,0.6077551020408163,7.162990169738326e-248,7.162990169738326e-248,2.7822257959240895e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.02,0.6273469387755102,7.173951962757358e-248,7.173951962757358e-248,2.8298606367745522e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.02,0.6469387755102041,7.18609103152502e-248,7.18609103152502e-248,3.426718929841754e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.02,0.666530612244898,7.199634419031123e-248,7.199634419031123e-248,4.1008334262437044e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.02,0.6861224489795918,7.21495050377253e-248,7.21495050377253e-248,4.4683509201176455e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.02,0.7057142857142857,7.232345937676982e-248,7.232345937676982e-248,5.207914034538891e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.02,0.7253061224489796,7.252273688625027e-248,7.252273688625027e-248,6.365457504147966e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.02,0.7448979591836734,7.27535439902483e-248,7.27535439902483e-248,7.488040950985922e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.02,0.7644897959183673,1.2280703399505138e-247,1.2280703399505138e-247,8.945715224813887e+60,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.02,0.7840816326530612,1.233464686868618e-247,1.233464686868618e-247,1.0628591643019238e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.02,0.8036734693877551,1.2400040834411143e-247,1.2400040834411143e-247,1.315750094686767e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.02,0.823265306122449,1.248059836043159e-247,1.248059836043159e-247,1.7013639524341424e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.02,0.8428571428571429,1.705377825561557e-247,1.705377825561557e-247,2.1635262727501054e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.02,0.8624489795918368,1.72337684841726e-247,1.72337684841726e-247,2.9731551308356034e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.02,0.8820408163265305,2.1687074847270066e-247,2.1687074847270066e-247,4.062055233480043e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.02,0.9016326530612244,2.615437408826691e-247,2.615437408826691e-247,6.029036871067731e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.02,0.9212244897959183,3.0912270409957e-247,3.0912270409957e-247,9.54632668760436e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.02,0.9408163265306122,4.040204213616244e-247,4.040204213616244e-247,1.7267240592959659e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.02,0.9604081632653061,6.108170818989511e-247,6.108170818989511e-247,3.938202007860054e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.02,0.98,1.5029688500464782e-246,1.5029688500464782e-246,1.5674236146705011e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.03959183673469388,0.02,1.560194647729937e-241,1.560194647729937e-241,1.5242821549996387e+59,I_stable,I_stable,0.053182958969449884,0.08672488792828036
0.03959183673469388,0.03959183673469388,3.227524896359989e-241,3.227524896359989e-241,1.0382274924181574e+59,I_stable,I_stable,0.0887573316607622,0.13289343624648517
0.03959183673469388,0.05918367346938776,5.806187547803498e-241,5.806187547803498e-241,1.3202167722306018e+59,I_stable,I_stable,0.11999176412600944,0.17085441221071906
0.03959183673469388,0.07877551020408163,9.549085953078255e-241,9.549085953078255e-241,1.0722052273047923e+59,I_stable,I_stable,0.14869399108610135,0.20428878025677358
0.03959183673469388,0.09836734693877551,7.120052075150227e-241,7.120052075150227e-241,1.785416027650852e+59,I_stable,I_stable,0.17564598165422904,0.23471013804909577
0.03959183673469388,0.11795918367346939,9.452699269553637e-241,9.452699269553637e-241,2.188138817763869e+59,I_stable,I_stable,0.20127916346199196,0.2629252823644016
0.03959183673469388,0.13755102040816325,7.885266373517997e-241,7.885266373517997e-241,1.768254963425306e+59,I_stable,I_stable,0.2258644406312193,0.2894275613209483
0.03959183673469388,0.1571428571428571,8.110479984630611e-241,8.110479984630611e-241,2.3081624939762695e+59,I_stable,I_stable,0.24958643848936826,0.3145459902001079
0.03959183673469388,0.176734693877551,3.4878700965498256e-241,3.4878700965498256e-241,2.6624186268184373e+59,I_stable,I_stable,0.27257835044093476,0.3385136086233395
0.03959183673469388,0.1963265306122449,3.3348795494966264e-241,3.3348795494966264e-241,2.6102593177490908e+59,I_stable,I_stable,0.29494038580671944,0.3615029702725009
0.03959183673469388,0.21591836734693876,3.548016482957135e-241,3.548016482957135e-241,3.1254916262179952e+59,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.03959183673469388,0.23551020408163262,3.683326763434562e-241,3.683326763434562e-241,2.949257029943745e+59,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.03959183673469388,0.25510204081632654,2.8763466059877213e-241,2.8763466059877213e-241,4.34468256621346e+59,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.03959183673469388,0.2746938775510204,2.9263840509438323e-241,2.9263840509438323e-241,4.699054486797871e+59,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.03959183673469388,0.29428571428571426,3.344512041939722e-241,3.344512041939722e-241,5.132345164420549e+59,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.03959183673469388,0.31387755102040815,2.9282441557640327e-241,2.9282441557640327e-241,5.45443643224609e+59,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.03959183673469388,0.33346938775510204,3.312340162437035e-241,3.312340162437035e-241,5.469856693867766e+59,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.03959183673469388,0.35306122448979593,3.299212025688394e-241,3.299212025688394e-241,6.5362620707447245e+59,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.03959183673469388,0.3726530612244898,3.2368597878634936e-241,3.2368597878634936e-241,6.816985896566457e+59,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.03959183673469388,0.39224489795918366,3.2185538292065616e-241,3.2185538292065616e-241,7.698016973825324e+59,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.03959183673469388,0.41183673469387755,2.582446732804652e-241,2.582446732804652e-241,8.918843964085197e+59,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.03959183673469388,0.43142857142857144,2.5612181501884493e-241,2.5612181501884493e-241,1.0095840264794678e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.03959183673469388,0.4510204081632653,2.5079765721223333e-241,2.5079765721223333e-241,1.0679691607327091e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.03959183673469388,0.47061224489795916,2.5954002868951476e-241,2.5954002868951476e-241,1.224323454730763e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.03959183673469388,0.49020408163265305,2.4593966378063343e-241,2.4593966378063343e-241,1.4199315641162777e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.03959183673469388,0.509795918367347,7.121415826617616e-248,7.121415826617616e-248,1.5636428888108621e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.03959183673469388,0.5293877551020408,7.1283223920824836e-248,7.1283223920824836e-248,1.5426963568322376e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.03959183673469388,0.5489795918367347,7.1358592825933495e-248,7.1358592825933495e-248,1.7418986165143075e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.03959183673469388,0.5685714285714285,7.144054484103798e-248,7.144054484103798e-248,2.028186359938169e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.03959183673469388,0.5881632653061224,7.153053360739765e-248,7.153053360739765e-248,2.210850952031595e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.03959183673469388,0.6077551020408163,7.162926573620714e-248,7.162926573620714e-248,2.640541775228724e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.03959183673469388,0.6273469387755102,7.173901252595591e-248,7.173901252595591e-248,3.024716243485791e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.03959183673469388,0.6469387755102041,7.185978864694023e-248,7.185978864694023e-248,3.643744539703451e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.03959183673469388,0.666530612244898,7.199577594592543e-248,7.199577594592543e-248,3.9187176369008934e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.03959183673469388,0.6861224489795918,7.214837252726881e-248,7.214837252726881e-248,4.703385960345576e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.03959183673469388,0.7057142857142857,7.232295214271653e-248,7.232295214271653e-248,5.455281350634185e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.03959183673469388,0.7253061224489796,7.252230686588855e-248,7.252230686588855e-248,6.1241184467355805e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.03959183673469388,0.7448979591836734,7.275228911345664e-248,7.275228911345664e-248,7.77573850589591e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.03959183673469388,0.7644897959183673,1.2280528432207705e-247,1.2280528432207705e-247,9.254010923781073e+60,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.03959183673469388,0.7840816326530612,1.2334543764749344e-247,1.2334543764749344e-247,1.0948572312038142e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.03959183673469388,0.8036734693877551,1.2399861135267994e-247,1.2399861135267994e-247,1.3504793430814477e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.03959183673469388,0.823265306122449,1.2480530177578772e-247,1.2480530177578772e-247,1.7397163175114012e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.03959183673469388,0.8428571428571429,1.7053540355528615e-247,1.7053540355528615e-247,2.2057327924395983e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.03959183673469388,0.8624489795918368,1.7233675231825335e-247,1.7233675231825335e-247,2.911278183554921e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.03959183673469388,0.8820408163265305,2.1686901237415104e-247,2.1686901237415104e-247,4.1138214380727415e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.03959183673469388,0.9016326530612244,2.6154246571810055e-247,2.6154246571810055e-247,5.935614538289961e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.03959183673469388,0.9212244897959183,3.09120650127204e-247,3.09120650127204e-247,9.62114295664771e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.03959183673469388,0.9408163265306122,4.0401830915100376e-247,4.0401830915100376e-247,1.7354722986296424e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.03959183673469388,0.9604081632653061,6.108128935675373e-247,6.108128935675373e-247,3.9106673655666866e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.03959183673469388,0.98,1.5029608873857567e-246,1.5029608873857567e-246,1.5694149338063838e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.05918367346938776,0.02,5.498190925985642e-57,1.278998929198965e-21,1.4474264219533744e+28,II_spike,I_stable,0.053182958969449884,0.08672488792828036
0.05918367346938776,0.03959183673469388,4.666720373467395e-241,4.666720373467395e-241,1.4169385390050208e+59,I_stable,I_stable,0.0887573316607622,0.13289343624648517
0.05918367346938776,0.05918367346938776,7.262389583257698e-241,7.262389583257698e-241,1.5166437290964394e+59,I_stable,I_stable,0.11999176412600944,0.17085441221071906
0.05918367346938776,0.07877551020408163,2.5212183695932506e-241,2.5212183695932506e-241,2.151157035437644e+59,I_stable,I_stable,0.14869399108610135,0.20428878025677358
0.05918367346938776,0.09836734693877551,2.8218728910901078e-241,2.8218728910901078e-241,1.8167408270056733e+59,I_stable,I_stable,0.17564598165422904,0.23471013804909577
0.05918367346938776,0.11795918367346939,2.9953994343106325e-241,2.9953994343106325e-241,2.1670084266150633e+59,I_stable,I_stable,0.20127916346199196,0.2629252823644016
0.05918367346938776,0.13755102040816325,3.176332182894461e-241,3.176332182894461e-241,2.824223510633195e+59,I_stable,I_stable,0.2258644406312193,0.2894275613209483
0.05918367346938776,0.1571428571428571,3.223496354990568e-241,3.223496354990568e-241,2.2167341310487875e+59,I_stable,I_stable,0.24958643848936826,0.3145459902001079
0.05918367346938776,0.176734693877551,3.3088840145672225e-241,3.3088840145672225e-241,2.5339007112372677e+59,I_stable,I_stable,0.27257835044093476,0.3385136086233395
0.05918367346938776,0.1963265306122449,3.428844437813002e-241,3.428844437813002e-241,3.708161191412251e+59,I_stable,I_stable,0.29494038580671944,0.3615029702725009
0.05918367346938776,0.21591836734693876,5.6547398768102274e-241,5.6547398768102274e-241,2.942349560965487e+59,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.05918367346938776,0.23551020408163262,5.8029478451481217e-241,5.8029478451481217e-241,3.9727563256734833e+59,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.05918367346938776,0.25510204081632654,3.194108338673331e-241,3.194108338673331e-241,4.067826136015501e+59,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.05918367346938776,0.2746938775510204,3.2267912773121366e-241,3.2267912773121366e-241,4.393862375808172e+59,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.05918367346938776,0.29428571428571426,3.585440630775917e-241,3.585440630775917e-241,4.794273088153392e+59,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.05918367346938776,0.31387755102040815,3.45269620540712e-241,3.45269620540712e-241,5.093800080890062e+59,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.05918367346938776,0.33346938775510204,2.6936321715197737e-241,2.6936321715197737e-241,6.7228037389060045e+59,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.05918367346938776,0.35306122448979593,2.6840843284727386e-241,2.6840843284727386e-241,6.106641829370388e+59,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.05918367346938776,0.3726530612244898,3.458703773067148e-241,3.458703773067148e-241,8.159135077582971e+59,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.05918367346938776,0.39224489795918366,2.6439899836933833e-241,2.6439899836933833e-241,7.203829814381578e+59,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.05918367346938776,0.41183673469387755,3.040579941610587e-241,3.040579941610587e-241,8.353194763093458e+59,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.05918367346938776,0.43142857142857144,2.9681521302101502e-241,2.9681521302101502e-241,9.46679226230854e+59,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.05918367346938776,0.4510204081632653,2.9106692697204523e-241,2.9106692697204523e-241,1.0029413149090166e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.05918367346938776,0.47061224489795916,2.9823782287322762e-241,2.9823782287322762e-241,1.1511470041996296e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.05918367346938776,0.49020408163265305,2.864232131094375e-241,2.864232131094375e-241,1.336982926858419e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.05918367346938776,0.509795918367347,7.12128851643627e-248,7.12128851643627e-248,1.4753653302491495e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.05918367346938776,0.5293877551020408,7.128256967720008e-248,7.128256967720008e-248,1.709551459248178e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
0.05918367346938776,0.5489795918367347,7.135792893305613e-248,7.135792893305613e-248,1.9159358337639763e+60,I_stable,I_stable,0.6377744985737119,0.6874207304936282
0.05918367346938776,0.5685714285714285,7.144001836355303e-248,7.144001836355303e-248,2.2154684509769484e+60,I_stable,I_stable,0.654770001788624,0.7026525796689959
0.05918367346938776,0.5881632653061224,7.152988978236527e-248,7.152988978236527e-248,2.3984094367803437e+60,I_stable,I_stable,0.6716196936990277,0.7176888271731363
0.05918367346938776,0.6077551020408163,7.162813754569394e-248,7.162813754569394e-248,2.847689341094832e+60,I_stable,I_stable,0.6883296226168335,0.732538379468813
0.05918367346938776,0.6273469387755102,7.173776181460641e-248,7.173776181460641e-248,3.241876814392318e+60,I_stable,I_stable,0.7049053996971941,0.7472094648927027
0.05918367346938776,0.6469387755102041,7.185920077615614e-248,7.185920077615614e-248,3.482916290775382e+60,I_stable,I_stable,0.7213522431638066,0.7617097047568138
0.05918367346938776,0.666530612244898,7.199463085933257e-248,7.199463085933257e-248,4.155564458950382e+60,I_stable,I_stable,0.7376750168593522,0.776046175076077
0.05918367346938776,0.6861224489795918,7.21478883367561e-248,7.21478883367561e-248,4.5144327928979634e+60,I_stable,I_stable,0.753878263994344,0.7902254603961592
0.05918367346938776,0.7057142857142857,7.232173966690942e-248,7.232173966690942e-248,5.246143679699211e+60,I_stable,I_stable,0.7699662368122037,0.8042537009284144
0.05918367346938776,0.7253061224489796,7.252113222335284e-248,7.252113222335284e-248,6.399196943952853e+60,I_stable,I_stable,0.785942922764163,0.8181366339862136
0.05918367346938776,0.7448979591836734,7.275180618367108e-248,7.275180618367108e-248,7.513590479611905e+60,I_stable,I_stable,0.8018120676876266,0.8318796305464131
0.05918367346938776,0.7644897959183673,1.2280425053492566e-247,1.2280425053492566e-247,8.958018805896073e+60,I_stable,I_stable,0.8175771964006852,0.845487727622176
0.05918367346938776,0.7840816326530612,1.2334465774187786e-247,1.2334465774187786e-247,1.1290156867694526e+61,I_stable,I_stable,0.8332416310595315,0.8589656570217082
0.05918367346938776,0.8036734693877551,1.2399760290632166e-247,1.2399760290632166e-247,1.3872243051922948e+61,I_stable,I_stable,0.8488085075715106,0.8723178709763119
0.05918367346938776,0.823265306122449,1.248031556931632e-247,1.248031556931632e-247,1.6960749439539332e+61,I_stable,I_stable,0.8642807903120353,0.8855485650463302
0.05918367346938776,0.8428571428571429,1.7053401396477404e-247,1.7053401396477404e-247,2.2499510124336817e+61,I_stable,I_stable,0.8796612853567701,0.8986616986518081
0.05918367346938776,0.8624489795918368,1.7233560188225812e-247,1.7233560188225812e-247,2.9597692842749626e+61,I_stable,I_stable,0.8949526524098372,0.9116610135234937
0.05918367346938776,0.8820408163265305,2.1686783293764667e-247,2.1686783293764667e-247,4.0419889348167736e+61,I_stable,I_stable,0.910157415583198,0.9245500503271527
0.05918367346938776,0.9016326530612244,2.6153836717562124e-247,2.6153836717562124e-247,5.996738454536361e+61,I_stable,I_stable,0.9252779731608697,0.9373321636784746
0.05918367346938776,0.9212244897959183,3.091188341507508e-247,3.091188341507508e-247,9.501187248016842e+61,I_stable,I_stable,0.9403166064635249,0.95001053573586
0.05918367346938776,0.9408163265306122,4.040162855497737e-247,4.040162855497737e-247,1.7188736898497114e+62,I_stable,I_stable,0.9552754879136958,0.9625881885330734
0.05918367346938776,0.9604081632653061,6.108096107043478e-247,6.108096107043478e-247,3.9222785605161914e+62,I_stable,I_stable,0.9701566883887878,0.975067995192316
0.05918367346938776,0.98,1.5029515701011665e-246,1.5029515701011665e-246,1.571287162209978e+63,I_stable,I_stable,0.9849621839380145,0.9874526901400564
0.07877551020408163,0.02,1.4668951978623184e-26,2.1738665759504125e-20,10162612190.127731,II_spike,I_stable,0.053182958969449884,0.08672488792828036
0.07877551020408163,0.03959183673469388,5.340153865897513e-241,5.340153865897513e-241,2.368955603565362e+59,I_stable,I_stable,0.0887573316607622,0.13289343624648517
0.07877551020408163,0.05918367346938776,1.662719804784128e-241,1.662719804784128e-241,1.921866058996494e+59,I_stable,I_stable,0.11999176412600944,0.17085441221071906
0.07877551020408163,0.07877551020408163,3.462632796304013e-241,3.462632796304013e-241,2.4383253937584275e+59,I_stable,I_stable,0.14869399108610135,0.20428878025677358
0.07877551020408163,0.09836734693877551,2.152789365658029e-241,2.152789365658029e-241,1.9393338631579607e+59,I_stable,I_stable,0.17564598165422904,0.23471013804909577
0.07877551020408163,0.11795918367346939,4.4712269059220446e-241,4.4712269059220446e-241,2.229324083613533e+59,I_stable,I_stable,0.20127916346199196,0.2629252823644016
0.07877551020408163,0.13755102040816325,4.856454616049422e-241,4.856454616049422e-241,2.834487280660645e+59,I_stable,I_stable,0.2258644406312193,0.2894275613209483
0.07877551020408163,0.1571428571428571,5.011676601493092e-241,5.011676601493092e-241,3.4743983533482008e+59,I_stable,I_stable,0.24958643848936826,0.3145459902001079
0.07877551020408163,0.176734693877551,5.15835661226137e-241,5.15835661226137e-241,2.4693446663271206e+59,I_stable,I_stable,0.27257835044093476,0.3385136086233395
0.07877551020408163,0.1963265306122449,5.325173992167942e-241,5.325173992167942e-241,3.581318745090909e+59,I_stable,I_stable,0.29494038580671944,0.3615029702725009
0.07877551020408163,0.21591836734693876,2.9621081230269736e-241,2.9621081230269736e-241,4.1401151093028645e+59,I_stable,I_stable,0.31675041368227413,0.38364628074541884
0.07877551020408163,0.23551020408163262,3.218928166484819e-241,3.218928166484819e-241,3.7911515386068785e+59,I_stable,I_stable,0.33807051609020067,0.40504761611013695
0.07877551020408163,0.25510204081632654,3.239250006721352e-241,3.239250006721352e-241,3.866472173559635e+59,I_stable,I_stable,0.35895123321356215,0.4257907359260144
0.07877551020408163,0.2746938775510204,3.3875521772611465e-241,3.3875521772611465e-241,4.164948475543106e+59,I_stable,I_stable,0.3794344287204513,0.4459442950811514
0.07877551020408163,0.29428571428571426,3.070057552526486e-241,3.070057552526486e-241,4.535312952236438e+59,I_stable,I_stable,0.39955529026532965,0.46556544382477766
0.07877551020408163,0.31387755102040815,2.6648856075545068e-241,2.6648856075545068e-241,6.429700805254659e+59,I_stable,I_stable,0.41934376641984905,0.4847023882973251
0.07877551020408163,0.33346938775510204,3.054566851538147e-241,3.054566851538147e-241,6.344624036128941e+59,I_stable,I_stable,0.4388256240669263,0.5033962576661685
0.07877551020408163,0.35306122448979593,3.056066285220456e-241,3.056066285220456e-241,7.472710376268952e+59,I_stable,I_stable,0.45802324290480784,0.521682495210736
0.07877551020408163,0.3726530612244898,3.0013725748779154e-241,3.0013725748779154e-241,7.695628540130132e+59,I_stable,I_stable,0.4769562233715155,0.5395919143211331
0.07877551020408163,0.39224489795918366,2.9925328166344106e-241,2.9925328166344106e-241,8.586921385389468e+59,I_stable,I_stable,0.49564185930152915,0.5571515134352752
0.07877551020408163,0.41183673469387755,2.450660716657407e-241,2.450660716657407e-241,9.842803039780333e+59,I_stable,I_stable,0.5140955106577026,0.5743851141903371
0.07877551020408163,0.43142857142857144,2.4203984413080192e-241,2.4203984413080192e-241,1.1034487359901898e+60,I_stable,I_stable,0.5323309012057498,0.5913138676923984
0.07877551020408163,0.4510204081632653,2.394151263436384e-241,2.394151263436384e-241,1.1567880162153357e+60,I_stable,I_stable,0.5503603589627031,0.6079566608873909
0.07877551020408163,0.47061224489795916,2.4820924865932315e-241,2.4820924865932315e-241,1.3150994647373543e+60,I_stable,I_stable,0.5681950124246583,0.6243304462120175
0.07877551020408163,0.49020408163265305,2.3642202169858408e-241,2.3642202169858408e-241,1.5137530928205172e+60,I_stable,I_stable,0.5858449522056745,0.6404505115873405
0.07877551020408163,0.509795918367347,7.121232821050804e-248,7.121232821050804e-248,1.6558133837538814e+60,I_stable,I_stable,0.6033193653210811,0.6563307034948636
0.07877551020408163,0.5293877551020408,7.128138805340051e-248,7.128138805340051e-248,1.6229895231350152e+60,I_stable,I_stable,0.6206266476163069,0.6719836127708723
