step,abs_x,loss,v,g_sq,coupling_ratio
1400.0,4.286112199430996e-05,8.437118540899141e-19,4.551038262565383e-20,6.912959486946061e-27,6583342.881090564
1500.0,6.983830500254838e-06,5.947230487866486e-22,3.2092641432761844e-23,1.2937059144772707e-31,248067517.3053457
1600.0,1.1380726092337047e-06,4.193917593153319e-25,2.2630821671503348e-26,2.4226779909963577e-36,9341242111.253973
1700.0,1.85457608815263e-07,2.9574583177538852e-28,1.5958614279041832e-29,4.536736108394098e-41,351764217661.1154
1800.0,3.022163941640856e-08,2.08550908922693e-31,1.1253562656939926e-32,8.49539706838536e-46,13246658827541.754
1900.0,4.924836175508062e-09,1.4706426670930707e-34,7.935693554505177e-36,1.5908392951018655e-50,498836908224412.1
2000.0,8.025378072369242e-10,1.0370555323835213e-37,5.5960262639289966e-39,2.978986827405944e-55,1.878499835060342e+16
2100.0,1.3077936161666922e-10,7.313021680929201e-41,3.946159177077208e-42,5.578415457443892e-60,7.073978636373192e+17
2200.0,2.131144646426683e-11,5.156935723944477e-44,2.7827196507647122e-45,1.0446075051507832e-64,2.6638901568709698e+19
2300.0,3.4728549228915143e-12,3.6365249662248503e-47,1.962295058884946e-48,1.9561196891187193e-69,1.0031569488311878e+21
2400.0,5.659269227655656e-13,2.5643743776495094e-50,1.3837548806133234e-51,3.663006653578754e-74,3.7776477399007623e+22
2500.0,9.222190072020591e-14,1.8083241583994975e-53,9.757847378514248e-55,6.859303047549235e-79,1.4225712599184018e+24
2600.0,1.5028228257482218e-14,1.2751789638210635e-56,6.880957516129943e-58,1.284464996801837e-83,5.357061136942383e+25
2700.0,2.44895890017051e-15,8.992200774569943e-60,4.852256292001406e-61,2.4052740002743785e-88,2.017340349352253e+27
2800.0,3.9907563233460364e-16,6.341045223004111e-63,3.421673665049642e-64,4.504087718073353e-93,7.596818444098332e+28
2900.0,6.503227159597105e-17,4.471525439455243e-66,2.4128673271842198e-67,8.434301526471319e-98,2.8607790693886865e+30
3000.0,1.059748079378157e-17,3.1531930545393397e-69,1.7014856787953373e-70,1.5793973539634184e-102,1.0773005757705903e+32
3100.0,1.7269364335341292e-18,2.2235424071312828e-72,1.199839494915004e-73,2.9575608529972217e-107,4.056854802155887e+33
3200.0,2.8141682948060113e-19,1.567979109047434e-75,8.460928184697668e-77,5.538293563194217e-112,1.5277139227372082e+35
3300.0,4.585891546270899e-20,1.1056944443803605e-78,5.966406844415683e-80,1.0370943191594723e-116,5.753003110894717e+36
3400.0,7.473043212438221e-21,7.797043961104275e-82,4.207341068970719e-83,1.942050587532453e-121,2.1664425715689097e+38
3500.0,1.217786646096797e-21,5.498254498824203e-85,2.966897721233302e-86,3.636661019984987e-126,8.158301543445888e+39
3600.0,1.98447175167321e-22,3.877213298353548e-88,2.0921722161243242e-89,6.809968524600722e-131,3.072220097004033e+41
3700.0,3.2338407928936266e-23,2.7341009704342184e-91,1.4753405722739334e-92,1.2752266722468338e-135,1.1569241801338086e+43
3800.0,5.269778350316872e-24,1.928010542959739e-94,1.0403683728434678e-95,2.3879744226939514e-140,4.356698141137519e+44
3900.0,8.587486410120833e-25,1.3595784113172467e-97,7.336383012531954e-99,4.4716927331776505e-145,1.6406277108665765e+46
4000.0,1.399393256066942e-25,9.587361766613199e-101,5.173409449141867e-102,8.373639059917451e-150,6.178209273320251e+47
4100.0,2.2804129073411627e-26,6.760735892743461e-104,3.648141772689895e-105,1.5680377720395914e-154,2.3265649831538515e+49
4200.0,3.716098391515626e-27,4.7674794092573766e-107,2.5725662204936397e-108,2.936289033894823e-159,8.761284024826652e+50
4300.0,6.05565211939008e-28,3.3618914092012744e-110,1.814100813835746e-111,5.498460205685166e-164,3.299288793542682e+52
4400.0,9.868124771614886e-29,2.370710574085499e-113,1.2792524975812008e-114,1.0296351716234478e-168,1.2424327886587015e+54
4500.0,1.6080825745645272e-29,1.6717579308773906e-116,9.020926180544182e-118,1.9280826758515065e-173,4.6787029900365845e+55
4600.0,2.6204873027714033e-30,1.1788763293172257e-119,6.361301565460658e-121,3.6105048733496757e-178,1.761886990491418e+57
4700.0,4.270274308423334e-31,8.313101880097425e-123,4.485809638261683e-124,6.760988832973572e-183,6.634842549042881e+58
4800.0,6.958722009412124e-32,5.8621639225638314e-126,3.163265866843746e-127,1.2660547929737162e-187,2.4985220895644262e+60
4900.0,1.1339742720686183e-32,4.133831913847097e-129,2.2306454689896944e-130,2.3707992697670963e-192,9.408833119848352e+61
5000.0,1.847893403378223e-33,2.915061147670358e-132,1.5729879870290514e-133,4.439530744420837e-197,3.543140204639481e+63
5100.0,3.0112764586974043e-34,2.0556185330595843e-135,1.1092265632235887e-136,8.313412899184072e-202,1.3342613637444313e+65
5200.0,4.907093609473314e-35,1.4495639506001397e-138,7.821951462481762e-140,1.556759892229014e-206,5.024507312609438e+66
5300.0,7.996465293840877e-36,1.0221914295314356e-141,5.515818563126846e-143,2.9151702092058447e-211,1.892108579357867e+68
5400.0,1.3030820743292248e-36,7.208204358110099e-145,3.8895989788821355e-146,5.458913343709846e-216,7.12522572530669e+69
5500.0,2.1234668444644204e-37,5.083021493546908e-148,2.7428350014371274e-149,1.0222296729030913e-220,2.6831885965974614e+71
5600.0,3.460343387703187e-38,3.584402747237604e-151,1.9341695341741223e-152,1.9142152263098973e-225,1.0104242760113718e+73
5700.0,5.638880772749347e-39,2.5276192655717384e-154,1.3639215574277018e-155,3.5845368509313345e-230,3.8050147456939315e+74
5800.0,9.188965604476517e-40,1.782405494642915e-157,9.617988402502346e-159,6.712361420535864e-235,1.4328770159897793e+76
5900.0,1.497408657553215e-40,1.2569018564647687e-160,6.782332928671609e-162,1.256948881086028e-239,5.395870134998284e+77
6000.0,2.4401361200252967e-41,8.86331579168007e-164,4.782709027115819e-165,2.3537476465879856e-244,2.0319548843942037e+79
6100.0,3.9763789625615323e-42,6.2501591845844626e-167,3.372630904235974e-168,4.4076000760124006e-249,7.65185326724839e+80
6200.0,6.4797982063959645e-43,4.407435180106641e-170,2.3782837617171464e-171,8.253619906206163e-254,2.8815038598140896e+82
6300.0,1.0559301613587749e-43,3.107998419424763e-173,1.6770983282348844e-174,1.5455631269013313e-258,1.0851050332685313e+84
6400.0,1.720714858938978e-44,2.1916724308837302e-176,1.1826422262318575e-177,2.894203278540631e-263,4.086244511574845e+85
6500.0,2.804029787314102e-45,1.5455053047243376e-179,8.339657918201438e-181,5.419650916691523e-268,1.5387813802761417e+87
6600.0,4.569370112252624e-46,1.0898465542900134e-182,5.880890488260368e-184,1.0148774371372332e-272,5.794680493488147e+88
6700.0,7.4461203362419015e-47,7.685289130144247e-186,4.147037357423165e-187,1.900447516348538e-277,2.1821372712208106e+90
6800.0,1.2133993679593146e-47,5.4194481582217316e-189,2.924373252349175e-190,3.558755599674379e-282,8.217404006661066e+91
6900.0,1.977322363429815e-48,3.8216412996685375e-192,2.0621851654524773e-193,6.664083753571585e-287,3.0944766628229404e+93
7000.0,3.2221903457022103e-49,2.6949131714038726e-195,1.4541945537205636e-196,1.2479084621231113e-291,1.1653054673950127e+95
7100.0,5.250793100790751e-50,1.9003764173356607e-198,1.0254567996596719e-199,2.336818664687188e-296,4.388260052676967e+96
7200.0,8.556548567680367e-51,1.3400916088454914e-201,7.231230823123574e-203,4.375899064214925e-301,1.652513167467431e+98
7300.0,1.3943517100311393e-51,9.449946356500692e-205,5.09925910429836e-206,8.194256965488724e-306,6.222967043594817e+99
7400.0,2.2721973420573105e-52,6.663834438727298e-208,3.595853050302413e-209,1.5344468926526e-310,2.3434196827015797e+101
7500.0,3.7027105314318503e-53,4.699147249256113e-211,2.5356936948879183e-212,2.87338715e-315,8.824754763545663e+102
7600.0,6.033835629418904e-54,3.3137055059262006e-214,1.7880993534353679e-215,5.381e-320,3.3230680219691826e+104
7700.0,9.832573217319861e-55,2.336731240278511e-217,1.2609170043692143e-218,0.0,1.260931042084155e+102
7800.0,1.6022891906862692e-55,1.6477966673647946e-220,8.891629477147518e-222,0.0,8.891728467136176e+98
7900.0,2.611046563139506e-56,1.1619795251485117e-223,6.270125193404756e-225,0.0,6.270194998340215e+95
8000.0,4.254889937791212e-57,8.193950404230628e-227,4.4215146438582087e-228,0.0,4.42156386832101e+92
8100.0,6.933652060554854e-58,5.77814167753172e-230,3.117926858368964e-231,0.0,3.117961570065525e+89
8200.0,1.129888941893369e-58,4.074581807133098e-233,2.1986736847388603e-234,0.0,2.198698162443838e+86
8300.0,1.8412360612608461e-59,2.873279651064576e-236,1.5504423905864126e-237,0.0,1.550459651570471e+83
8400.0,3.000427836391106e-60,2.026155405388851e-239,1.0933280473645278e-240,0.0,1.0933402193214549e+80
8500.0,4.889414991810342e-61,1.4287873877035919e-242,7.709839632943828e-244,0.0,7.70992546613557e+76
8600.0,7.967656702883464e-62,1.0075403860095677e-245,5.4367604772415524e-247,0.0,5.436821004376579e+73
8700.0,1.2983875052810466e-62,7.104889350065448e-249,3.833849456556027e-250,0.0,3.8338921385768185e+70
8800.0,2.1158167033725885e-63,5.01016667695086e-252,2.7035220177646045e-253,0.0,2.703552115916418e+67
8900.0,3.447876927390363e-64,3.5330275946658805e-255,1.906447131887059e-256,0.0,1.90646835625099e+64
9000.0,5.618565770598975e-65,2.4913909635172225e-258,1.3443725047542232e-259,0.0,1.3443874715743475e+61
9100.0,9.155860833594177e-66,1.756858322438968e-261,9.480134021603772e-263,0.0,9.480239563378953e+57
9200.0,1.4920139947958136e-66,1.2388867144182132e-264,6.685121924893854e-266,0.0,6.685196349963546e+54
9300.0,2.431345125407166e-67,8.73627811394147e-268,4.714158581392724e-269,0.0,4.714211063843292e+51
9400.0,3.962053398601124e-68,6.160575813420875e-271,3.324291072054232e-272,0.0,3.324328081191461e+48
9500.0,6.456453659880087e-69,4.3442635248001937e-274,2.3441958816062273e-275,0.0,2.3442219794012745e+45
9600.0,1.0521259980215546e-69,3.063451557855235e-277,1.653060520944043e-278,0.0,1.6530789243697183e+42
9700.0,1.7145156985970075e-70,2.160259246187711e-280,1.1656914455593295e-281,0.0,1.1657044231337179e+39
9800.0,2.7939278054750285e-71,1.5233536168617404e-283,8.220125815322145e-285,0.0,8.22021732949998e+35
9900.0,4.552908199437432e-72,1.074225811601552e-286,5.796599835842793e-288,0.0,5.796664369048262e+32
10000.0,7.419294454167264e-73,7.575136078307844e-290,4.087597977425348e-291,0.0,4.0876434844135166e+29
10100.0,1.2090278957181421e-73,5.341771346876315e-293,2.882458285586049e-294,0.0,2.882490375824821e+26
10200.0,1.9701987320419696e-74,3.7668658130142397e-296,2.0326279184082033e-297,0.0,2.0326505475354182e+23
10300.0,3.210581871176876e-75,2.656287050091159e-299,1.4333516205083438e-300,0.0,1.433367577927737e+20
10400.0,5.2318762487712436e-76,1.873138370924839e-302,1.0107589536715684e-303,0.0,1.0107702063916256e+17
10500.0,8.525722183942609e-77,1.3208841102133713e-305,7.12758577734693e-307,0.0,71276651283407.0
10600.0,1.3893283270001361e-77,9.31450051793406e-309,5.0261715544442e-310,0.0,50262275105.16848
10700.0,2.264011374707772e-78,6.568321870757e-312,3.54431378084e-313,0.0,35443532.394762844
10800.0,3.6893709005681006e-79,4.631794477e-315,2.49934965e-316,0.0,24993.774703557312
10900.0,6.01211499568125e-80,3.26625e-318,1.76253e-319,0.0,17.625494071146246
11000.0,9.789882721964734e-81,2.297e-321,1.24e-322,0.0,0.012351778656126482
11100.0,4.1094177130567025e-81,7e-323,3.5e-323,0.0,0.003458498023715415
11200.0,3.228646514942945e-81,3e-323,3.5e-323,0.0,0.003458498023715415
11300.0,2.75652690951411e-81,1.5e-323,3.5e-323,0.0,0.003458498023715415
11400.0,2.4482455867366915e-81,1e-323,3.5e-323,0.0,0.003458498023715415
11500.0,2.226005151585998e-81,5e-324,3.5e-323,0.0,0.003458498023715415
11600.0,2.0557546964100785e-81,5e-324,3.5e-323,0.0,0.003458498023715415
11700.0,1.9198218717525213e-81,5e-324,3.5e-323,0.0,0.003458498023715415
11800.0,1.8079739133529746e-81,0.0,3.5e-323,0.0,0.003458498023715415
11900.0,1.7138111342059977e-81,0.0,3.5e-323,0.0,0.003458498023715415
12000.0,1.633094252414543e-81,0.0,3.5e-323,0.0,0.003458498023715415
12100.0,1.562886818285286e-81,0.0,3.5e-323,0.0,0.003458498023715415
12200.0,1.501080771831335e-81,0.0,3.5e-323,0.0,0.003458498023715415
12300.0,1.446117735275835e-81,0.0,3.5e-323,0.0,0.003458498023715415
12400.0,1.3968171313542975e-81,0.0,3.5e-323,0.0,0.003458498023715415
12500.0,1.3522658262043443e-81,0.0,3.5e-323,0.0,0.003458498023715415
12600.0,1.3117448281049325e-81,0.0,3.5e-323,0.0,0.003458498023715415
12700.0,1.2746791658658153e-81,0.0,3.5e-323,0.0,0.003458498023715415
12800.0,1.240602745465634e-81,0.0,3.5e-323,0.0,0.003458498023715415
12900.0,1.2091331620144998e-81,0.0,3.5e-323,0.0,0.003458498023715415
13000.0,1.179953294039674e-81,0.0,3.5e-323,0.0,0.003458498023715415
13100.0,1.1527976204268852e-81,0.0,3.5e-323,0.0,0.003458498023715415
13200.0,1.1274418904279255e-81,0.0,3.5e-323,0.0,0.003458498023715415
13300.0,1.103695216216863e-81,0.0,3.5e-323,0.0,0.003458498023715415
13400.0,1.0813939434558122e-81,0.0,3.5e-323,0.0,0.003458498023715415
13500.0,1.06039684555894e-81,0.0,3.5e-323,0.0,0.003458498023715415
13600.0,1.0405813163125817e-81,0.0,3.5e-323,0.0,0.003458498023715415
13700.0,1.0218403244743845e-81,0.0,3.5e-323,0.0,0.003458498023715415
13800.0,1.0040799563225521e-81,0.0,3.5e-323,0.0,0.003458498023715415
13900.0,9.87217416459411e-82,0.0,3.5e-323,0.0,0.003458498023715415
14000.0,9.711793891208572e-82,0.0,3.5e-323,0.0,0.003458498023715415
14100.0,9.559006855509226e-82,0.0,3.5e-323,0.0,0.003458498023715415
14200.0,9.413231202006882e-82,0.0,3.5e-323,0.0,0.003458498023715415
14300.0,9.273945713391491e-82,0.0,3.5e-323,0.0,0.003458498023715415
14400.0,9.140681913266914e-82,0.0,3.5e-323,0.0,0.003458498023715415
14500.0,9.013017391482003e-82,0.0,3.5e-323,0.0,0.003458498023715415
14600.0,8.890570134364908e-82,0.0,3.5e-323,0.0,0.003458498023715415
14700.0,8.772993685722281e-82,0.0,3.5e-323,0.0,0.003458498023715415
14800.0,8.659972998396423e-82,0.0,3.5e-323,0.0,0.003458498023715415
14900.0,8.551220862797978e-82,0.0,3.5e-323,0.0,0.003458498023715415
15000.0,8.446474819865734e-82,0.0,3.5e-323,0.0,0.003458498023715415
15100.0,8.345494482629098e-82,0.0,3.5e-323,0.0,0.003458498023715415
15200.0,8.248059203927032e-82,0.0,3.5e-323,0.0,0.003458498023715415
15300.0,8.153966038600655e-82,0.0,3.5e-323,0.0,0.003458498023715415
15400.0,8.063027957184273e-82,0.0,3.5e-323,0.0,0.003458498023715415
15500.0,7.975072275200177e-82,0.0,3.5e-323,0.0,0.003458498023715415
15600.0,7.889939267949108e-82,0.0,3.5e-323,0.0,0.003458498023715415
15700.0,7.80748094543953e-82,0.0,3.5e-323,0.0,0.003458498023715415
15800.0,7.727559966017278e-82,0.0,3.5e-323,0.0,0.003458498023715415
15900.0,7.650048670503432e-82,0.0,3.5e-323,0.0,0.003458498023715415
16000.0,7.574828221347782e-82,0.0,3.5e-323,0.0,0.003458498023715415
16100.0,7.501787833559849e-82,0.0,3.5e-323,0.0,0.003458498023715415
16200.0,7.430824086068876e-82,0.0,3.5e-323,0.0,0.003458498023715415
16300.0,7.361840303753723e-82,0.0,3.5e-323,0.0,0.003458498023715415
16400.0,7.294746001725374e-82,0.0,3.5e-323,0.0,0.003458498023715415
16500.0,7.229456384581186e-82,0.0,3.5e-323,0.0,0.003458498023715415
16600.0,7.165891894315306e-82,0.0,3.5e-323,0.0,0.003458498023715415
16700.0,7.103977801392982e-82,0.0,3.5e-323,0.0,0.003458498023715415
16800.0,7.043643834199463e-82,0.0,3.5e-323,0.0,0.003458498023715415
16900.0,6.984823842677535e-82,0.0,3.5e-323,0.0,0.003458498023715415
17000.0,6.927455492485928e-82,0.0,3.5e-323,0.0,0.003458498023715415
17100.0,6.871479986457625e-82,0.0,3.5e-323,0.0,0.003458498023715415
17200.0,6.8168418105232e-82,0.0,3.5e-323,0.0,0.003458498023715415
17300.0,6.76348850159872e-82,0.0,3.5e-323,0.0,0.003458498023715415
17400.0,6.711370435228112e-82,0.0,3.5e-323,0.0,0.003458498023715415
17500.0,6.660440631022733e-82,0.0,3.5e-323,0.0,0.003458498023715415
17600.0,6.61065457416126e-82,0.0,3.5e-323,0.0,0.003458498023715415
17700.0,6.561970051405835e-82,0.0,3.5e-323,0.0,0.003458498023715415
17800.0,6.514347000259147e-82,0.0,3.5e-323,0.0,0.003458498023715415
17900.0,6.467747370035487e-82,0.0,3.5e-323,0.0,0.003458498023715415
18000.0,6.422134993749022e-82,0.0,3.5e-323,0.0,0.003458498023715415
18100.0,6.377475469837584e-82,0.0,3.5e-323,0.0,0.003458498023715415
18200.0,6.333736052841472e-82,0.0,3.5e-323,0.0,0.003458498023715415
18300.0,6.290885552246826e-82,0.0,3.5e-323,0.0,0.003458498023715415
18400.0,6.24889423878214e-82,0.0,3.5e-323,0.0,0.003458498023715415
18500.0,6.207733757527587e-82,0.0,3.5e-323,0.0,0.003458498023715415
18600.0,6.167377047259009e-82,0.0,3.5e-323,0.0,0.003458498023715415
18700.0,6.127798265504646e-82,0.0,3.5e-323,0.0,0.003458498023715415
18800.0,6.088972718842387e-82,0.0,3.5e-323,0.0,0.003458498023715415
18900.0,6.050876798009713e-82,0.0,3.5e-323,0.0,0.003458498023715415
19000.0,6.013487917438431e-82,0.0,3.5e-323,0.0,0.003458498023715415
19100.0,5.976784458861841e-82,0.0,3.5e-323,0.0,0.003458498023715415
19200.0,5.940745718674086e-82,0.0,3.5e-323,0.0,0.003458498023715415
19300.0,5.905351858750019e-82,0.0,3.5e-323,0.0,0.003458498023715415
19400.0,5.870583860459886e-82,0.0,3.5e-323,0.0,0.003458498023715415
19500.0,5.836423481636309e-82,0.0,3.5e-323,0.0,0.003458498023715415
19600.0,5.802853216272202e-82,0.0,3.5e-323,0.0,0.003458498023715415
19700.0,5.769856256746897e-82,0.0,3.5e-323,0.0,0.003458498023715415
19800.0,5.737416458395315e-82,0.0,3.5e-323,0.0,0.003458498023715415
19900.0,5.705518306250161e-82,0.0,3.5e-323,0.0,0.003458498023715415
20000.0,5.67414688380139e-82,0.0,3.5e-323,0.0,0.003458498023715415
20100.0,5.643287843629879e-82,0.0,3.5e-323,0.0,0.003458498023715415
20200.0,5.6129273797838e-82,0.0,3.5e-323,0.0,0.003458498023715415
20300.0,5.583052201776807e-82,0.0,3.5e-323,0.0,0.003458498023715415
20400.0,5.553649510096584e-82,0.0,3.5e-323,0.0,0.003458498023715415
20500.0,5.524706973121201e-82,0.0,3.5e-323,0.0,0.003458498023715415
20600.0,5.496212705348592e-82,0.0,3.5e-323,0.0,0.003458498023715415
20700.0,5.468155246851723e-82,0.0,3.5e-323,0.0,0.003458498023715415
20800.0,5.440523543878771e-82,0.0,3.5e-323,0.0,0.003458498023715415
20900.0,5.41330693052356e-82,0.0,3.5e-323,0.0,0.003458498023715415
21000.0,5.38649511139727e-82,0.0,3.5e-323,0.0,0.003458498023715415
21100.0,5.360078145237205e-82,0.0,3.5e-323,0.0,0.003458498023715415
21200.0,5.334046429393545e-82,0.0,3.5e-323,0.0,0.003458498023715415
21300.0,5.308390685138826e-82,0.0,3.5e-323,0.0,0.003458498023715415
21400.0,5.283101943749178e-82,0.0,3.5e-323,0.0,0.003458498023715415
21500.0,5.258171533309784e-82,0.0,3.5e-323,0.0,0.003458498023715415
21600.0,5.2335910662005186e-82,0.0,3.5e-323,0.0,0.003458498023715415
21700.0,5.2093524272206074e-82,0.0,3.5e-323,0.0,0.003458498023715415
21800.0,5.1854477623141314e-82,0.0,3.5e-323,0.0,0.003458498023715415
21900.0,5.161869467860798e-82,0.0,3.5e-323,0.0,0.003458498023715415
22000.0,5.13861018049874e-82,0.0,3.5e-323,0.0,0.003458498023715415
22100.0,5.115662767448404e-82,0.0,3.5e-323,0.0,0.003458498023715415
22200.0,5.0930203173085874e-82,0.0,3.5e-323,0.0,0.003458498023715415
22300.0,5.070676131297711e-82,0.0,3.5e-323,0.0,0.003458498023715415
22400.0,5.048623714914966e-82,0.0,3.5e-323,0.0,0.003458498023715415
22500.0,5.026856769997883e-82,0.0,3.5e-323,0.0,0.003458498023715415
22600.0,5.0053691871541475e-82,0.0,3.5e-323,0.0,0.003458498023715415
22700.0,4.98415503854701e-82,0.0,3.5e-323,0.0,0.003458498023715415
22800.0,4.963208571014969e-82,0.0,3.5e-323,0.0,0.003458498023715415
22900.0,4.942524199507508e-82,0.0,3.5e-323,0.0,0.003458498023715415
23000.0,4.922096500819949e-82,0.0,3.5e-323,0.0,0.003458498023715415
23100.0,4.901920207611338e-82,0.0,3.5e-323,0.0,0.003458498023715415
23200.0,4.881990202690475e-82,0.0,3.5e-323,0.0,0.003458498023715415
23300.0,4.862301513555948e-82,0.0,3.5e-323,0.0,0.003458498023715415
23400.0,4.842849307176907e-82,0.0,3.5e-323,0.0,0.003458498023715415
23500.0,4.823628885002208e-82,0.0,3.5e-323,0.0,0.003458498023715415
23600.0,4.804635678186102e-82,0.0,3.5e-323,0.0,0.003458498023715415
23700.0,4.785865243019558e-82,0.0,3.5e-323,0.0,0.003458498023715415
23800.0,4.767313256556762e-82,0.0,3.5e-323,0.0,0.003458498023715415
23900.0,4.748975512427035e-82,0.0,3.5e-323,0.0,0.003458498023715415
24000.0,4.7308479168229394e-82,0.0,3.5e-323,0.0,0.003458498023715415
24100.0,4.7129264846559104e-82,0.0,3.5e-323,0.0,0.003458498023715415
24200.0,4.6952073358711626e-82,0.0,3.5e-323,0.0,0.003458498023715415
24300.0,4.6776866919141593e-82,0.0,3.5e-323,0.0,0.003458498023715415
24400.0,4.660360872341321e-82,0.0,3.5e-323,0.0,0.003458498023715415
24500.0,4.643226291568061e-82,0.0,3.5e-323,0.0,0.003458498023715415
24600.0,4.62627945574764e-82,0.0,3.5e-323,0.0,0.003458498023715415
24700.0,4.6095169597746227e-82,0.0,3.5e-323,0.0,0.003458498023715415
24800.0,4.592935484407158e-82,0.0,3.5e-323,0.0,0.003458498023715415
24900.0,4.576531793502495e-82,0.0,3.5e-323,0.0,0.003458498023715415
25000.0,4.560302731360539e-82,0.0,3.5e-323,0.0,0.003458498023715415
25100.0,4.5442452201704937e-82,0.0,3.5e-323,0.0,0.003458498023715415
25200.0,4.528356257555869e-82,0.0,3.5e-323,0.0,0.003458498023715415
25300.0,4.5126329142134304e-82,0.0,3.5e-323,0.0,0.003458498023715415
25400.0,4.497072331641869e-82,0.0,3.5e-323,0.0,0.003458498023715415
25500.0,4.4816717199561605e-82,0.0,3.5e-323,0.0,0.003458498023715415
25600.0,4.4664283557838776e-82,0.0,3.5e-323,0.0,0.003458498023715415
25700.0,4.4513395802397714e-82,0.0,3.5e-323,0.0,0.003458498023715415
25800.0,4.436402796975266e-82,0.0,3.5e-323,0.0,0.003458498023715415
25900.0,4.4216154702995896e-82,0.0,3.5e-323,0.0,0.003458498023715415
26000.0,4.406975123369442e-82,0.0,3.5e-323,0.0,0.003458498023715415
26100.0,4.392479336444285e-82,0.0,3.5e-323,0.0,0.003458498023715415
26200.0,4.378125745204451e-82,0.0,3.5e-323,0.0,0.003458498023715415
26300.0,4.3639120391294045e-82,0.0,3.5e-323,0.0,0.003458498023715415
26400.0,4.349835959933642e-82,0.0,3.5e-323,0.0,0.003458498023715415
26500.0,4.335895300057845e-82,0.0,3.5e-323,0.0,0.003458498023715415
26600.0,4.322087901212932e-82,0.0,3.5e-323,0.0,0.003458498023715415
26700.0,4.3084116529749034e-82,0.0,3.5e-323,0.0,0.003458498023715415
26800.0,4.29486449142836e-82,0.0,3.5e-323,0.0,0.003458498023715415
26900.0,4.2814443978567e-82,0.0,3.5e-323,0.0,0.003458498023715415
27000.0,4.268149397477142e-82,0.0,3.5e-323,0.0,0.003458498023715415
27100.0,4.254977558218766e-82,0.0,3.5e-323,0.0,0.003458498023715415
27200.0,4.2419269895418287e-82,0.0,3.5e-323,0.0,0.003458498023715415
27300.0,4.228995841296751e-82,0.0,3.5e-323,0.0,0.003458498023715415
27400.0,4.2161823026211657e-82,0.0,3.5e-323,0.0,0.003458498023715415
27500.0,4.203484600873586e-82,0.0,3.5e-323,0.0,0.003458498023715415
27600.0,4.190901000602229e-82,0.0,3.5e-323,0.0,0.003458498023715415
27700.0,4.1784298025476554e-82,0.0,3.5e-323,0.0,0.003458498023715415
27800.0,4.1660693426778904e-82,0.0,3.5e-323,0.0,0.003458498023715415
27900.0,4.1538179912548256e-82,0.0,3.5e-323,0.0,0.003458498023715415
28000.0,4.141674151930682e-82,0.0,3.5e-323,0.0,0.003458498023715415
28100.0,4.129636260873401e-82,0.0,3.5e-323,0.0,0.003458498023715415
28200.0,4.117702785919873e-82,0.0,3.5e-323,0.0,0.003458498023715415
28300.0,4.105872225755982e-82,0.0,3.5e-323,0.0,0.003458498023715415
28400.0,4.094143109122446e-82,0.0,3.5e-323,0.0,0.003458498023715415
28500.0,4.082513994045484e-82,0.0,3.5e-323,0.0,0.003458498023715415
28600.0,4.070983467091462e-82,0.0,3.5e-323,0.0,0.003458498023715415
